id,created_at,survey_id,sim_id,user_id,question_id,value
953,2025-11-17 08:06:08.881093+00,3,202,9777,38,f
954,2025-11-17 08:06:08.884001+00,3,202,9777,39,a
955,2025-11-17 08:06:08.887514+00,3,202,9777,40,a
956,2025-11-17 08:06:47.289194+00,3,202,9944,35,c
957,2025-11-17 08:06:47.291526+00,3,202,9944,36,c
958,2025-11-17 08:06:47.294086+00,3,202,9944,37,e
959,2025-11-17 08:06:47.296521+00,3,202,9944,38,f
960,2025-11-17 08:06:47.298812+00,3,202,9944,39,b
961,2025-11-17 08:06:47.300944+00,3,202,9944,40,a
962,2025-11-17 08:07:41.357865+00,3,202,9766,35,d
963,2025-11-17 08:07:41.360831+00,3,202,9766,36,c
964,2025-11-17 08:07:41.363236+00,3,202,9766,37,f
965,2025-11-17 08:07:41.365541+00,3,202,9766,38,e
966,2025-11-17 08:07:41.367714+00,3,202,9766,39,b
967,2025-11-17 08:07:41.370062+00,3,202,9766,40,a
968,2025-11-17 08:11:47.205953+00,3,202,10061,35,a
969,2025-11-17 08:11:47.208419+00,3,202,10061,36,b
970,2025-11-17 08:11:47.210533+00,3,202,10061,37,b
971,2025-11-17 08:11:47.212689+00,3,202,10061,38,d
972,2025-11-17 08:11:47.21488+00,3,202,10061,39,a
973,2025-11-17 08:11:47.217464+00,3,202,10061,40,c
974,2025-11-17 08:12:24.504302+00,3,202,10021,35,e
975,2025-11-17 08:12:24.507035+00,3,202,10021,36,e
976,2025-11-17 08:12:24.509549+00,3,202,10021,37,f
977,2025-11-17 08:12:24.511961+00,3,202,10021,38,f
978,2025-11-17 08:12:24.514567+00,3,202,10021,39,a
979,2025-11-17 08:12:24.517149+00,3,202,10021,40,a
980,2025-11-17 08:12:36.95682+00,3,202,9919,35,d
981,2025-11-17 08:12:36.961544+00,3,202,9919,36,b
982,2025-11-17 08:12:36.964792+00,3,202,9919,37,e
983,2025-11-17 08:12:36.968124+00,3,202,9919,38,c
984,2025-11-17 08:12:36.97134+00,3,202,9919,39,b
985,2025-11-17 08:12:36.974905+00,3,202,9919,40,a
986,2025-11-17 08:12:50.857476+00,3,202,10025,35,c
987,2025-11-17 08:12:50.860494+00,3,202,10025,36,d
988,2025-11-17 08:12:50.863396+00,3,202,10025,37,d
989,2025-11-17 08:12:50.866118+00,3,202,10025,38,e
990,2025-11-17 08:12:50.868734+00,3,202,10025,39,a
991,2025-11-17 08:12:50.871404+00,3,202,10025,40,a
992,2025-11-17 08:19:14.27525+00,3,202,9910,35,c
993,2025-11-17 08:19:14.282094+00,3,202,9910,36,c
994,2025-11-17 08:19:14.28837+00,3,202,9910,37,d
995,2025-11-17 08:19:14.295036+00,3,202,9910,38,e
996,2025-11-17 08:19:14.301371+00,3,202,9910,39,b
997,2025-11-17 08:19:14.307566+00,3,202,9910,40,a
998,2025-11-17 08:23:47.094767+00,3,202,10016,35,b
999,2025-11-17 08:23:47.098713+00,3,202,10016,36,c
1000,2025-11-17 08:23:47.102195+00,3,202,10016,37,f
1001,2025-11-17 08:23:47.105719+00,3,202,10016,38,f
1002,2025-11-17 08:23:47.109016+00,3,202,10016,39,b
1003,2025-11-17 08:23:47.11259+00,3,202,10016,40,a
1004,2025-11-17 08:29:11.949339+00,3,202,9886,35,b
1005,2025-11-17 08:29:11.952795+00,3,202,9886,36,c
1006,2025-11-17 08:29:11.955583+00,3,202,9886,37,f
1007,2025-11-17 08:29:11.958425+00,3,202,9886,38,f
1008,2025-11-17 08:29:11.961124+00,3,202,9886,39,b
1009,2025-11-17 08:29:11.963989+00,3,202,9886,40,a
1010,2025-11-17 08:39:59.818491+00,3,202,9820,35,d
1011,2025-11-17 08:39:59.822115+00,3,202,9820,36,f
1012,2025-11-17 08:39:59.825036+00,3,202,9820,37,f
1013,2025-11-17 08:39:59.827928+00,3,202,9820,38,f
1014,2025-11-17 08:39:59.831196+00,3,202,9820,39,b
1015,2025-11-17 08:39:59.834176+00,3,202,9820,40,a
1016,2025-11-17 08:44:21.705288+00,3,202,9970,35,a
1017,2025-11-17 08:44:21.709898+00,3,202,9970,36,a
1018,2025-11-17 08:44:21.713547+00,3,202,9970,37,a
1019,2025-11-17 08:44:21.716839+00,3,202,9970,38,a
1020,2025-11-17 08:44:21.720153+00,3,202,9970,39,a
1021,2025-11-17 08:44:21.723478+00,3,202,9970,40,a
1022,2025-11-17 08:44:45.631949+00,3,202,10100,35,b
1023,2025-11-17 08:44:45.635877+00,3,202,10100,36,f
1024,2025-11-17 08:44:45.639501+00,3,202,10100,37,f
1025,2025-11-17 08:44:45.643026+00,3,202,10100,38,f
1026,2025-11-17 08:44:45.646798+00,3,202,10100,39,b
1027,2025-11-17 08:44:45.651903+00,3,202,10100,40,a
1028,2025-11-17 08:45:50.812785+00,3,202,9804,35,b
1029,2025-11-17 08:45:50.816312+00,3,202,9804,36,b
1030,2025-11-17 08:45:50.819747+00,3,202,9804,37,f
1031,2025-11-17 08:45:50.823123+00,3,202,9804,38,d
1032,2025-11-17 08:45:50.826434+00,3,202,9804,39,a
1033,2025-11-17 08:45:50.829924+00,3,202,9804,40,a
1034,2025-11-17 08:49:23.814498+00,3,202,9779,35,f
1035,2025-11-17 08:49:23.818871+00,3,202,9779,36,b
1036,2025-11-17 08:49:23.822532+00,3,202,9779,37,f
1037,2025-11-17 08:49:23.826258+00,3,202,9779,38,d
1038,2025-11-17 08:49:23.830037+00,3,202,9779,39,a
1039,2025-11-17 08:49:23.834211+00,3,202,9779,40,a
1040,2025-11-17 08:49:42.029418+00,3,202,10103,35,c
1041,2025-11-17 08:49:42.033257+00,3,202,10103,36,d
1042,2025-11-17 08:49:42.036886+00,3,202,10103,37,c
1043,2025-11-17 08:49:42.040637+00,3,202,10103,38,d
1044,2025-11-17 08:49:42.044247+00,3,202,10103,39,b
1045,2025-11-17 08:49:42.047647+00,3,202,10103,40,a
1046,2025-11-17 08:52:09.554961+00,3,202,10102,35,b
1047,2025-11-17 08:52:09.558282+00,3,202,10102,36,b
1048,2025-11-17 08:52:09.561442+00,3,202,10102,37,e
1049,2025-11-17 08:52:09.564813+00,3,202,10102,38,e
1050,2025-11-17 08:52:09.567821+00,3,202,10102,39,b
1051,2025-11-17 08:52:09.571277+00,3,202,10102,40,a
1052,2025-11-17 08:55:03.892919+00,3,202,10020,35,f
1053,2025-11-17 08:55:03.897163+00,3,202,10020,36,b
1054,2025-11-17 08:55:03.900637+00,3,202,10020,37,f
1055,2025-11-17 08:55:03.904193+00,3,202,10020,38,e
1056,2025-11-17 08:55:03.907512+00,3,202,10020,39,a
1057,2025-11-17 08:55:03.910795+00,3,202,10020,40,a
1058,2025-11-17 08:56:35.061546+00,3,202,9862,35,b
1059,2025-11-17 08:56:35.065231+00,3,202,9862,36,c
1060,2025-11-17 08:56:35.068527+00,3,202,9862,37,f
1061,2025-11-17 08:56:35.071851+00,3,202,9862,38,e
1062,2025-11-17 08:56:35.075264+00,3,202,9862,39,b
1063,2025-11-17 08:56:35.0784+00,3,202,9862,40,a
1064,2025-11-17 09:01:23.220868+00,3,202,9856,35,c
1065,2025-11-17 09:01:23.224691+00,3,202,9856,36,b
1066,2025-11-17 09:01:23.227864+00,3,202,9856,37,c
1067,2025-11-17 09:01:23.230786+00,3,202,9856,38,d
1068,2025-11-17 09:01:23.234986+00,3,202,9856,39,b
1069,2025-11-17 09:01:23.238308+00,3,202,9856,40,a
1070,2025-11-17 09:03:23.400665+00,3,202,9836,35,c
1071,2025-11-17 09:03:23.405911+00,3,202,9836,36,c
1072,2025-11-17 09:03:23.411934+00,3,202,9836,37,a
1073,2025-11-17 09:03:23.418125+00,3,202,9836,38,d
1074,2025-11-17 09:03:23.4225+00,3,202,9836,39,a
1075,2025-11-17 09:03:23.426124+00,3,202,9836,40,a
1076,2025-11-17 09:04:13.798835+00,3,202,9899,35,b
1077,2025-11-17 09:04:13.802623+00,3,202,9899,36,b
1078,2025-11-17 09:04:13.80604+00,3,202,9899,37,c
1079,2025-11-17 09:04:13.810717+00,3,202,9899,38,c
1080,2025-11-17 09:04:13.814313+00,3,202,9899,39,a
1081,2025-11-17 09:04:13.81804+00,3,202,9899,40,a
1082,2025-11-17 09:04:32.540464+00,3,202,10104,35,d
1083,2025-11-17 09:04:32.546396+00,3,202,10104,36,b
1084,2025-11-17 09:04:32.550635+00,3,202,10104,37,e
1085,2025-11-17 09:04:32.554207+00,3,202,10104,38,d
1086,2025-11-17 09:04:32.558922+00,3,202,10104,39,a
1087,2025-11-17 09:04:32.562458+00,3,202,10104,40,a
1088,2025-11-17 09:11:24.332563+00,3,202,9852,35,c
1089,2025-11-17 09:11:24.336464+00,3,202,9852,36,f
1090,2025-11-17 09:11:24.3399+00,3,202,9852,37,f
1091,2025-11-17 09:11:24.34306+00,3,202,9852,38,c
1092,2025-11-17 09:11:24.34623+00,3,202,9852,39,a
1093,2025-11-17 09:11:24.349406+00,3,202,9852,40,a
1094,2025-11-17 09:13:18.416821+00,3,202,9892,35,c
1095,2025-11-17 09:13:18.420417+00,3,202,9892,36,c
1096,2025-11-17 09:13:18.423534+00,3,202,9892,37,c
1097,2025-11-17 09:13:18.427782+00,3,202,9892,38,d
1098,2025-11-17 09:13:18.430777+00,3,202,9892,39,a
1099,2025-11-17 09:13:18.433936+00,3,202,9892,40,a
1100,2025-11-17 09:24:50.502267+00,3,202,9920,35,c
1101,2025-11-17 09:24:50.506855+00,3,202,9920,36,d
1102,2025-11-17 09:24:50.510679+00,3,202,9920,37,b
1103,2025-11-17 09:24:50.514314+00,3,202,9920,38,c
1104,2025-11-17 09:24:50.518115+00,3,202,9920,39,a
1105,2025-11-17 09:24:50.52189+00,3,202,9920,40,a
1106,2025-11-17 09:44:16.475832+00,3,202,9986,35,b
1107,2025-11-17 09:44:16.480128+00,3,202,9986,36,b
1108,2025-11-17 09:44:16.484011+00,3,202,9986,37,d
1109,2025-11-17 09:44:16.487819+00,3,202,9986,38,e
1110,2025-11-17 09:44:16.492247+00,3,202,9986,39,a
1111,2025-11-17 09:44:16.49619+00,3,202,9986,40,a
1112,2025-11-17 09:46:36.129595+00,3,202,9930,35,d
1113,2025-11-17 09:46:36.134657+00,3,202,9930,36,b
1114,2025-11-17 09:46:36.138971+00,3,202,9930,37,e
1115,2025-11-17 09:46:36.143154+00,3,202,9930,38,f
1116,2025-11-17 09:46:36.147541+00,3,202,9930,39,b
1117,2025-11-17 09:46:36.151725+00,3,202,9930,40,b
1118,2025-11-17 09:48:32.041787+00,3,202,9949,35,b
1119,2025-11-17 09:48:32.04721+00,3,202,9949,36,d
1120,2025-11-17 09:48:32.051906+00,3,202,9949,37,f
1121,2025-11-17 09:48:32.056797+00,3,202,9949,38,f
1122,2025-11-17 09:48:32.061633+00,3,202,9949,39,b
1123,2025-11-17 09:48:32.066561+00,3,202,9949,40,a
1124,2025-11-17 09:58:53.512455+00,3,202,10000,35,e
1125,2025-11-17 09:58:53.5156+00,3,202,10000,36,b
1126,2025-11-17 09:58:53.518069+00,3,202,10000,37,f
1127,2025-11-17 09:58:53.520433+00,3,202,10000,38,e
1128,2025-11-17 09:58:53.522773+00,3,202,10000,39,a
1129,2025-11-17 09:58:53.525286+00,3,202,10000,40,a
1130,2025-11-17 10:00:19.897406+00,3,202,9906,35,d
1131,2025-11-17 10:00:19.900682+00,3,202,9906,36,c
1132,2025-11-17 10:00:19.907713+00,3,202,9906,37,a
1133,2025-11-17 10:00:19.910403+00,3,202,9906,38,c
1134,2025-11-17 10:00:19.913068+00,3,202,9906,39,b
1135,2025-11-17 10:00:19.915843+00,3,202,9906,40,a
1136,2025-11-17 10:01:00.670309+00,3,202,10108,35,e
1137,2025-11-17 10:01:00.674468+00,3,202,10108,36,c
1138,2025-11-17 10:01:00.677388+00,3,202,10108,37,f
1139,2025-11-17 10:01:00.680652+00,3,202,10108,38,f
1140,2025-11-17 10:01:00.683759+00,3,202,10108,39,a
1141,2025-11-17 10:01:00.686756+00,3,202,10108,40,a
1142,2025-11-17 10:01:19.548448+00,3,202,9898,35,a
1143,2025-11-17 10:01:19.551981+00,3,202,9898,36,b
1144,2025-11-17 10:01:19.555017+00,3,202,9898,37,c
1145,2025-11-17 10:01:19.557863+00,3,202,9898,38,d
1146,2025-11-17 10:01:19.560733+00,3,202,9898,39,b
1147,2025-11-17 10:01:19.563668+00,3,202,9898,40,a
1148,2025-11-17 10:01:58.70728+00,3,202,9980,35,d
1149,2025-11-17 10:01:58.710201+00,3,202,9980,36,e
1150,2025-11-17 10:01:58.712889+00,3,202,9980,37,e
1151,2025-11-17 10:01:58.715561+00,3,202,9980,38,f
1152,2025-11-17 10:01:58.718257+00,3,202,9980,39,a
1153,2025-11-17 10:01:58.720872+00,3,202,9980,40,a
1154,2025-11-17 10:02:05.333639+00,3,202,9942,35,f
1155,2025-11-17 10:02:05.336859+00,3,202,9942,36,b
1156,2025-11-17 10:02:05.339615+00,3,202,9942,37,f
1157,2025-11-17 10:02:05.342411+00,3,202,9942,38,f
1158,2025-11-17 10:02:05.345079+00,3,202,9942,39,a
1159,2025-11-17 10:02:05.347819+00,3,202,9942,40,a
1160,2025-11-17 10:02:33.407975+00,3,202,9923,35,b
1161,2025-11-17 10:02:33.411503+00,3,202,9923,36,a
1162,2025-11-17 10:02:33.414706+00,3,202,9923,37,f
1163,2025-11-17 10:02:33.417824+00,3,202,9923,38,f
1164,2025-11-17 10:02:33.421041+00,3,202,9923,39,b
1165,2025-11-17 10:02:33.423945+00,3,202,9923,40,a
1166,2025-11-17 10:03:21.623096+00,3,202,10113,35,b
1167,2025-11-17 10:03:21.625731+00,3,202,10113,36,d
1168,2025-11-17 10:03:21.62827+00,3,202,10113,37,f
1169,2025-11-17 10:03:21.630645+00,3,202,10113,38,f
1170,2025-11-17 10:03:21.633092+00,3,202,10113,39,b
1171,2025-11-17 10:03:21.635576+00,3,202,10113,40,a
1172,2025-11-17 10:03:35.866182+00,3,202,9783,35,c
1173,2025-11-17 10:03:35.869271+00,3,202,9783,36,b
1174,2025-11-17 10:03:35.871973+00,3,202,9783,37,b
1175,2025-11-17 10:03:35.875081+00,3,202,9783,38,f
1176,2025-11-17 10:03:35.877876+00,3,202,9783,39,a
1177,2025-11-17 10:03:35.881239+00,3,202,9783,40,a
1178,2025-11-17 10:04:02.118124+00,3,202,10112,35,c
1179,2025-11-17 10:04:02.121282+00,3,202,10112,36,a
1180,2025-11-17 10:04:02.12402+00,3,202,10112,37,b
1181,2025-11-17 10:04:02.126752+00,3,202,10112,38,c
1182,2025-11-17 10:04:02.12973+00,3,202,10112,39,a
1183,2025-11-17 10:04:02.132393+00,3,202,10112,40,a
1184,2025-11-17 10:05:32.912842+00,3,202,9809,35,a
1185,2025-11-17 10:05:32.916153+00,3,202,9809,36,c
1186,2025-11-17 10:05:32.919103+00,3,202,9809,37,f
1187,2025-11-17 10:05:32.922049+00,3,202,9809,38,d
1188,2025-11-17 10:05:32.92489+00,3,202,9809,39,b
1189,2025-11-17 10:05:32.92793+00,3,202,9809,40,a
1190,2025-11-17 10:06:00.709825+00,3,202,10022,35,b
1191,2025-11-17 10:06:00.712597+00,3,202,10022,36,b
1192,2025-11-17 10:06:00.715159+00,3,202,10022,37,d
1193,2025-11-17 10:06:00.717697+00,3,202,10022,38,e
1194,2025-11-17 10:06:00.720988+00,3,202,10022,39,a
1195,2025-11-17 10:06:00.723584+00,3,202,10022,40,a
1196,2025-11-17 10:06:04.797072+00,3,202,10115,35,b
1197,2025-11-17 10:06:04.800222+00,3,202,10115,36,b
1198,2025-11-17 10:06:04.803368+00,3,202,10115,37,e
1199,2025-11-17 10:06:04.807165+00,3,202,10115,38,d
1200,2025-11-17 10:06:04.810317+00,3,202,10115,39,c
1201,2025-11-17 10:06:04.813305+00,3,202,10115,40,a
1202,2025-11-17 10:10:15.246389+00,3,202,10117,35,d
1203,2025-11-17 10:10:15.249261+00,3,202,10117,36,d
1204,2025-11-17 10:10:15.251875+00,3,202,10117,37,c
1205,2025-11-17 10:10:15.254634+00,3,202,10117,38,e
1206,2025-11-17 10:10:15.257075+00,3,202,10117,39,a
1207,2025-11-17 10:10:15.259429+00,3,202,10117,40,a
1208,2025-11-17 10:11:47.520886+00,3,202,10119,35,a
1209,2025-11-17 10:11:47.524454+00,3,202,10119,36,a
1210,2025-11-17 10:11:47.527404+00,3,202,10119,37,f
1211,2025-11-17 10:11:47.530226+00,3,202,10119,38,a
1212,2025-11-17 10:11:47.53305+00,3,202,10119,39,c
1213,2025-11-17 10:11:47.53602+00,3,202,10119,40,d
1214,2025-11-17 10:14:44.505914+00,3,202,10120,35,b
1215,2025-11-17 10:14:44.509165+00,3,202,10120,36,c
1216,2025-11-17 10:14:44.512337+00,3,202,10120,37,f
1217,2025-11-17 10:14:44.516101+00,3,202,10120,38,c
1218,2025-11-17 10:14:44.518699+00,3,202,10120,39,a
1219,2025-11-17 10:14:44.52115+00,3,202,10120,40,a
1220,2025-11-17 10:29:50.453625+00,3,202,9914,35,a
1221,2025-11-17 10:29:50.456339+00,3,202,9914,36,b
1222,2025-11-17 10:29:50.458744+00,3,202,9914,37,f
1223,2025-11-17 10:29:50.46121+00,3,202,9914,38,d
1224,2025-11-17 10:29:50.463612+00,3,202,9914,39,b
1225,2025-11-17 10:29:50.466308+00,3,202,9914,40,a
1226,2025-11-17 10:30:19.245421+00,3,202,9971,35,a
1227,2025-11-17 10:30:19.248676+00,3,202,9971,36,b
1228,2025-11-17 10:30:19.251725+00,3,202,9971,37,d
1229,2025-11-17 10:30:19.254769+00,3,202,9971,38,f
1230,2025-11-17 10:30:19.257673+00,3,202,9971,39,a
1231,2025-11-17 10:30:19.260765+00,3,202,9971,40,a
1232,2025-11-17 10:35:43.233473+00,3,202,10014,35,c
1233,2025-11-17 10:35:43.237555+00,3,202,10014,36,d
1234,2025-11-17 10:35:43.241119+00,3,202,10014,37,f
1235,2025-11-17 10:35:43.244573+00,3,202,10014,38,f
1236,2025-11-17 10:35:43.24799+00,3,202,10014,39,b
1237,2025-11-17 10:35:43.251372+00,3,202,10014,40,a
1238,2025-11-17 10:36:33.373318+00,3,202,10124,35,b
1239,2025-11-17 10:36:33.377053+00,3,202,10124,36,d
1240,2025-11-17 10:36:33.380724+00,3,202,10124,37,f
1241,2025-11-17 10:36:33.384268+00,3,202,10124,38,f
1242,2025-11-17 10:36:33.387694+00,3,202,10124,39,b
1243,2025-11-17 10:36:33.391194+00,3,202,10124,40,a
1244,2025-11-17 10:41:57.614888+00,3,202,9902,35,c
1245,2025-11-17 10:41:57.619236+00,3,202,9902,36,d
1246,2025-11-17 10:41:57.623054+00,3,202,9902,37,e
1247,2025-11-17 10:41:57.627351+00,3,202,9902,38,d
1248,2025-11-17 10:41:57.631146+00,3,202,9902,39,b
1249,2025-11-17 10:41:57.635102+00,3,202,9902,40,a
1256,2025-11-17 10:43:28.678687+00,3,202,10126,35,f
1257,2025-11-17 10:43:28.682363+00,3,202,10126,36,e
1258,2025-11-17 10:43:28.685988+00,3,202,10126,37,f
1259,2025-11-17 10:43:28.689529+00,3,202,10126,38,c
1260,2025-11-17 10:43:28.693294+00,3,202,10126,39,b
1261,2025-11-17 10:43:28.697468+00,3,202,10126,40,c
1262,2025-11-17 10:46:20.575718+00,3,202,10097,35,a
1263,2025-11-17 10:46:20.579798+00,3,202,10097,36,b
1264,2025-11-17 10:46:20.583591+00,3,202,10097,37,a
1265,2025-11-17 10:46:20.587276+00,3,202,10097,38,f
1266,2025-11-17 10:46:20.591212+00,3,202,10097,39,a
1267,2025-11-17 10:46:20.594983+00,3,202,10097,40,a
1268,2025-11-17 10:48:10.339538+00,3,202,10048,35,f
1269,2025-11-17 10:48:10.343655+00,3,202,10048,36,d
1270,2025-11-17 10:48:10.347294+00,3,202,10048,37,f
1271,2025-11-17 10:48:10.35102+00,3,202,10048,38,c
1272,2025-11-17 10:48:10.354549+00,3,202,10048,39,b
1273,2025-11-17 10:48:10.358143+00,3,202,10048,40,a
1274,2025-11-17 10:48:11.613049+00,3,202,10128,35,b
1275,2025-11-17 10:48:11.616495+00,3,202,10128,36,d
1276,2025-11-17 10:48:11.619759+00,3,202,10128,37,f
1277,2025-11-17 10:48:11.62308+00,3,202,10128,38,d
1278,2025-11-17 10:48:11.626453+00,3,202,10128,39,a
1279,2025-11-17 10:48:11.629721+00,3,202,10128,40,a
1280,2025-11-17 10:49:09.331187+00,3,202,9893,35,a
1281,2025-11-17 10:49:09.334888+00,3,202,9893,36,c
1282,2025-11-17 10:49:09.338276+00,3,202,9893,37,f
1283,2025-11-17 10:49:09.34188+00,3,202,9893,38,b
1284,2025-11-17 10:49:09.345665+00,3,202,9893,39,b
1285,2025-11-17 10:49:09.348814+00,3,202,9893,40,a
1286,2025-11-17 10:52:35.564929+00,3,202,10080,35,e
1287,2025-11-17 10:52:35.569188+00,3,202,10080,36,c
1288,2025-11-17 10:52:35.572792+00,3,202,10080,37,d
1289,2025-11-17 10:52:35.57626+00,3,202,10080,38,e
1290,2025-11-17 10:52:35.579938+00,3,202,10080,39,b
1291,2025-11-17 10:52:35.583442+00,3,202,10080,40,a
1292,2025-11-17 10:55:13.029317+00,3,202,9808,35,b
1293,2025-11-17 10:55:13.03294+00,3,202,9808,36,c
1294,2025-11-17 10:55:13.036393+00,3,202,9808,37,b
1295,2025-11-17 10:55:13.040047+00,3,202,9808,38,d
1296,2025-11-17 10:55:13.043641+00,3,202,9808,39,d
1297,2025-11-17 10:55:13.047211+00,3,202,9808,40,a
1298,2025-11-17 10:57:50.303658+00,3,202,9954,35,d
1299,2025-11-17 10:57:50.307203+00,3,202,9954,36,c
1300,2025-11-17 10:57:50.30995+00,3,202,9954,37,d
1301,2025-11-17 10:57:50.312889+00,3,202,9954,38,f
1302,2025-11-17 10:57:50.315718+00,3,202,9954,39,a
1303,2025-11-17 10:57:50.318641+00,3,202,9954,40,a
1304,2025-11-17 11:02:04.443503+00,3,202,10132,35,b
1305,2025-11-17 11:02:04.447086+00,3,202,10132,36,f
1306,2025-11-17 11:02:04.450444+00,3,202,10132,37,f
1307,2025-11-17 11:02:04.454096+00,3,202,10132,38,f
1308,2025-11-17 11:02:04.457786+00,3,202,10132,39,d
1309,2025-11-17 11:02:04.461179+00,3,202,10132,40,e
1310,2025-11-17 11:05:13.190009+00,3,202,9859,35,a
1311,2025-11-17 11:05:13.193662+00,3,202,9859,36,d
1312,2025-11-17 11:05:13.196655+00,3,202,9859,37,b
1313,2025-11-17 11:05:13.199533+00,3,202,9859,38,d
1314,2025-11-17 11:05:13.20278+00,3,202,9859,39,b
1315,2025-11-17 11:05:13.206693+00,3,202,9859,40,a
1316,2025-11-17 11:05:37.748738+00,3,202,10033,35,d
1317,2025-11-17 11:05:37.752625+00,3,202,10033,36,b
1318,2025-11-17 11:05:37.756305+00,3,202,10033,37,a
1319,2025-11-17 11:05:37.759755+00,3,202,10033,38,e
1320,2025-11-17 11:05:37.76363+00,3,202,10033,39,a
1321,2025-11-17 11:05:37.767027+00,3,202,10033,40,a
1322,2025-11-17 11:07:39.281411+00,3,202,10098,35,b
1323,2025-11-17 11:07:39.285178+00,3,202,10098,36,c
1324,2025-11-17 11:07:39.288496+00,3,202,10098,37,b
1325,2025-11-17 11:07:39.291726+00,3,202,10098,38,c
1326,2025-11-17 11:07:39.294971+00,3,202,10098,39,b
1327,2025-11-17 11:07:39.298204+00,3,202,10098,40,c
1328,2025-11-17 11:17:22.377955+00,3,202,9832,35,a
1329,2025-11-17 11:17:22.381301+00,3,202,9832,36,c
1330,2025-11-17 11:17:22.38454+00,3,202,9832,37,f
1331,2025-11-17 11:17:22.387759+00,3,202,9832,38,e
1332,2025-11-17 11:17:22.390795+00,3,202,9832,39,a
1333,2025-11-17 11:17:22.39402+00,3,202,9832,40,a
1334,2025-11-17 11:23:23.609579+00,3,202,10135,35,a
1335,2025-11-17 11:23:23.617215+00,3,202,10135,36,b
1336,2025-11-17 11:23:23.620746+00,3,202,10135,37,c
1337,2025-11-17 11:23:23.624218+00,3,202,10135,38,d
1338,2025-11-17 11:23:23.627542+00,3,202,10135,39,b
1339,2025-11-17 11:23:23.630727+00,3,202,10135,40,a
1340,2025-11-17 11:30:01.900693+00,3,202,10023,35,c
1341,2025-11-17 11:30:01.905022+00,3,202,10023,36,c
1342,2025-11-17 11:30:01.909001+00,3,202,10023,37,e
1343,2025-11-17 11:30:01.912957+00,3,202,10023,38,e
1344,2025-11-17 11:30:01.916883+00,3,202,10023,39,b
1345,2025-11-17 11:30:01.920876+00,3,202,10023,40,a
1346,2025-11-17 11:52:13.5435+00,3,202,10137,35,b
1347,2025-11-17 11:52:13.547931+00,3,202,10137,36,f
1348,2025-11-17 11:52:13.551573+00,3,202,10137,37,f
1349,2025-11-17 11:52:13.55508+00,3,202,10137,38,f
1350,2025-11-17 11:52:13.558666+00,3,202,10137,39,b
1351,2025-11-17 11:52:13.562128+00,3,202,10137,40,a
1352,2025-11-17 11:55:44.925497+00,3,202,9863,35,b
1353,2025-11-17 11:55:44.929684+00,3,202,9863,36,c
1354,2025-11-17 11:55:44.933348+00,3,202,9863,37,b
1355,2025-11-17 11:55:44.937119+00,3,202,9863,38,d
1356,2025-11-17 11:55:44.940733+00,3,202,9863,39,b
1357,2025-11-17 11:55:44.944321+00,3,202,9863,40,a
1358,2025-11-17 12:06:33.131128+00,3,202,10138,35,a
1359,2025-11-17 12:06:33.134669+00,3,202,10138,36,c
1360,2025-11-17 12:06:33.137515+00,3,202,10138,37,c
1361,2025-11-17 12:06:33.140262+00,3,202,10138,38,d
1362,2025-11-17 12:06:33.143149+00,3,202,10138,39,b
1363,2025-11-17 12:06:33.145926+00,3,202,10138,40,a
1364,2025-11-17 13:16:55.562685+00,3,202,10129,35,b
1365,2025-11-17 13:16:55.567969+00,3,202,10129,36,b
1366,2025-11-17 13:16:55.572748+00,3,202,10129,37,a
1367,2025-11-17 13:16:55.577536+00,3,202,10129,38,f
1368,2025-11-17 13:16:55.582366+00,3,202,10129,39,a
1369,2025-11-17 13:16:55.587238+00,3,202,10129,40,a
1370,2025-11-17 13:17:21.85479+00,3,202,10142,35,b
1371,2025-11-17 13:17:21.858554+00,3,202,10142,36,d
1372,2025-11-17 13:17:21.862179+00,3,202,10142,37,d
1373,2025-11-17 13:17:21.865786+00,3,202,10142,38,f
1374,2025-11-17 13:17:21.86916+00,3,202,10142,39,b
1375,2025-11-17 13:17:21.872654+00,3,202,10142,40,a
1376,2025-11-17 13:35:57.784531+00,3,202,10146,35,a
1377,2025-11-17 13:35:57.788107+00,3,202,10146,36,b
1378,2025-11-17 13:35:57.791097+00,3,202,10146,37,f
1379,2025-11-17 13:35:57.794159+00,3,202,10146,38,f
1380,2025-11-17 13:35:57.797642+00,3,202,10146,39,b
1381,2025-11-17 13:35:57.800358+00,3,202,10146,40,b
1382,2025-11-17 13:41:48.680505+00,3,202,10148,35,f
1383,2025-11-17 13:41:48.684223+00,3,202,10148,36,c
1384,2025-11-17 13:41:48.687568+00,3,202,10148,37,b
1385,2025-11-17 13:41:48.69084+00,3,202,10148,38,b
1386,2025-11-17 13:41:48.694601+00,3,202,10148,39,b
1387,2025-11-17 13:41:48.69897+00,3,202,10148,40,b
1388,2025-11-17 13:43:40.905038+00,3,202,10075,35,b
1389,2025-11-17 13:43:40.908517+00,3,202,10075,36,f
1390,2025-11-17 13:43:40.911426+00,3,202,10075,37,f
1391,2025-11-17 13:43:40.914472+00,3,202,10075,38,e
1392,2025-11-17 13:43:40.917518+00,3,202,10075,39,b
1393,2025-11-17 13:43:40.920668+00,3,202,10075,40,a
1394,2025-11-17 13:52:19.84412+00,3,202,10149,35,d
1395,2025-11-17 13:52:19.85103+00,3,202,10149,36,e
1396,2025-11-17 13:52:19.857311+00,3,202,10149,37,f
